Date,State,Confirmed,Recovered,Deceased
2021-10-12,Tripura,84270,83279,813
2021-10-12,Uttar Pradesh,1710008,1686945,22895
2021-10-12,Uttarakhand,343699,330022,7397
2021-10-12,West Bengal,1577711,1551055,18921
2021-10-13,Andaman and Nicobar Islands,7637,7499,129
2021-10-13,Andhra Pradesh,2055690,2034796,14276
2021-10-13,Arunachal Pradesh,54960,54450,280
2021-10-13,Assam,605640,595909,5936
2021-10-13,Bihar,726039,716311,9661
2021-10-13,Chandigarh,65285,64428,820
2021-10-13,Chhattisgarh,1005623,991821,13570
2021-10-13,Dadra and Nagar Haveli and Daman and Diu,10683,10639,4
2021-10-13,Delhi,1439576,1413864,25089
2021-10-13,Goa,177288,173303,3333
2021-10-13,Gujarat,826054,815770,10083
2021-10-13,Haryana,771025,760881,9875
2021-10-13,Himachal Pradesh,220940,215837,3695
2021-10-13,Jammu and Kashmir,330744,325369,4426
2021-10-13,Jharkhand,348415,343134,5135
2021-10-13,Karnataka,2982089,2934490,37913
2021-10-13,Kerala,4820698,4695904,26571
2021-10-13,Ladakh,20861,20611,208
2021-10-13,Lakshadweep,10365,10268,51
2021-10-13,Madhya Pradesh,788975,778379,10477
2021-10-13,Maharashtra,6583903,6411075,139671
2021-10-13,Manipur,122363,119015,1889
2021-10-13,Meghalaya,82660,80296,1428
2021-10-13,Mizoram,108816,95412,370
2021-10-13,Nagaland,31509,29580,673
2021-10-13,Odisha,1033464,1020168,8321
2021-10-13,Puducherry,127212,124710,1849
2021-10-13,Punjab,601949,585183,16532
2021-10-13,Rajasthan,954046,945088,8915
2021-10-13,Sikkim,31717,30783,390
2021-10-13,Tamil Nadu,2701848,2649808,36083
2021-10-13,Telangana,668461,660314,3934
2021-10-13,Tripura,84285,83289,813
2021-10-13,Uttar Pradesh,1710019,1686960,22897
2021-10-13,Uttarakhand,343705,330032,7397
2021-10-13,West Bengal,1578482,1551830,18932
2021-10-14,Andaman and Nicobar Islands,7640,7501,129
2021-10-14,Andhra Pradesh,2056230,2035353,14286
2021-10-14,Arunachal Pradesh,54964,54476,280
2021-10-14,Assam,605847,596271,5938
2021-10-14,Bihar,726047,716313,9661
2021-10-14,Chandigarh,65295,64443,820
2021-10-14,Chhattisgarh,1005639,991841,13570
2021-10-14,Dadra and Nagar Haveli and Daman and Diu,10683,10640,4
2021-10-14,Delhi,1439604,1413893,25089
2021-10-14,Goa,177356,173342,3335
2021-10-14,Gujarat,826088,815784,10083
2021-10-14,Haryana,771041,760869,10049
2021-10-14,Himachal Pradesh,221122,216010,3699
2021-10-14,Jammu and Kashmir,330837,325473,4426
2021-10-14,Jharkhand,348426,343141,5135
2021-10-14,Karnataka,2982399,2934837,37919
2021-10-14,Kerala,4829944,4706856,26667
2021-10-14,Ladakh,20867,20615,208
2021-10-14,Lakshadweep,10365,10268,51
2021-10-14,Madhya Pradesh,788987,778390,10477
2021-10-14,Maharashtra,6586287,6413418,139706
2021-10-14,Manipur,122432,119099,1889
2021-10-14,Meghalaya,82747,80411,1431
2021-10-14,Mizoram,109844,96744,373
2021-10-14,Nagaland,31518,29597,673
2021-10-14,Odisha,1033985,1020645,8327
2021-10-14,Puducherry,127261,124763,1849
2021-10-14,Punjab,601979,585199,16538
2021-10-14,Rajasthan,954054,945090,8915
2021-10-14,Sikkim,31723,30790,390
2021-10-14,Tamil Nadu,2703107,2651246,36103
2021-10-14,Telangana,668629,660521,3935
2021-10-14,Tripura,84291,83294,813
2021-10-14,Uttar Pradesh,1710031,1686976,22897
2021-10-14,Uttarakhand,343733,330036,7397
2021-10-14,West Bengal,1579012,1552431,18942
2021-10-15,Andaman and Nicobar Islands,7641,7503,129
2021-10-15,Andhra Pradesh,2056816,2036065,14295
2021-10-15,Arunachal Pradesh,54970,54501,280
2021-10-15,Assam,605994,596555,5939
2021-10-15,Bihar,726052,716314,9661
2021-10-15,Chandigarh,65297,64447,820
2021-10-15,Chhattisgarh,1005649,991857,13570
2021-10-15,Dadra and Nagar Haveli and Daman and Diu,10683,10640,4
2021-10-15,Delhi,1439630,1413929,25089
2021-10-15,Goa,177410,173423,3339
2021-10-15,Gujarat,826102,815801,10083
2021-10-15,Haryana,771055,760884,10049
2021-10-15,Himachal Pradesh,221212,216124,3701
2021-10-15,Jammu and Kashmir,330888,325564,4426
2021-10-15,Jharkhand,348435,343150,5135
2021-10-15,Karnataka,2982869,2935205,37928
2021-10-15,Kerala,4838811,4716728,26734
2021-10-15,Ladakh,20871,20621,208
2021-10-15,Lakshadweep,10365,10269,51
2021-10-15,Madhya Pradesh,788993,778401,10477
2021-10-15,Maharashtra,6588436,6415316,139735
2021-10-15,Manipur,122545,119208,1893
2021-10-15,Meghalaya,82828,80490,1432
2021-10-15,Mizoram,110745,97955,376
2021-10-15,Nagaland,31549,29625,674
2021-10-15,Odisha,1034452,1021180,8332
2021-10-15,Puducherry,127298,124836,1849
2021-10-15,Punjab,602003,585224,16540
2021-10-15,Rajasthan,954055,945093,8915
2021-10-15,Sikkim,31740,30841,391
2021-10-15,Tamil Nadu,2704352,2652688,36119
2021-10-15,Telangana,668733,660739,3936
2021-10-15,Tripura,84295,83306,813
2021-10-15,Uttar Pradesh,1710037,1686984,22897
2021-10-15,Uttarakhand,343743,330041,7397
2021-10-15,West Bengal,1579463,1552937,18950
2021-10-16,Andaman and Nicobar Islands,7641,7503,129
2021-10-16,Andhra Pradesh,2057148,2036650,14302
2021-10-16,Arunachal Pradesh,54986,54530,280
2021-10-16,Assam,606263,596845,5944
2021-10-16,Bihar,726052,716316,9661
2021-10-16,Chandigarh,65299,64451,820
2021-10-16,Chhattisgarh,1005663,991887,13570
2021-10-16,Dadra and Nagar Haveli and Daman and Diu,10683,10640,4
2021-10-16,Delhi,1439651,1413951,25089
2021-10-16,Goa,177462,173510,3342
2021-10-16,Gujarat,826124,815822,10083
2021-10-16,Haryana,771067,760898,10049
2021-10-16,Himachal Pradesh,221315,216288,3703
2021-10-16,Jammu and Kashmir,330970,325686,4426
2021-10-16,Jharkhand,348443,343165,5135
2021-10-16,Karnataka,2983133,2935626,37934
2021-10-16,Kerala,4846766,4728497,26791
2021-10-16,Ladakh,20876,20622,208
2021-10-16,Lakshadweep,10365,10270,51
2021-10-16,Madhya Pradesh,788997,778415,10477
2021-10-16,Maharashtra,6589989,6416998,139761
2021-10-16,Manipur,122633,119316,1895
2021-10-16,Meghalaya,82911,80587,1434
2021-10-16,Mizoram,111677,99440,381
2021-10-16,Nagaland,31573,29639,674
2021-10-16,Odisha,1034810,1021742,8335
2021-10-16,Puducherry,127346,124897,1849
2021-10-16,Punjab,602019,585248,16541
2021-10-16,Rajasthan,954060,945094,8915
2021-10-16,Sikkim,31746,30854,391
2021-10-16,Tamil Nadu,2705585,2654122,36134
2021-10-16,Telangana,668844,660926,3937
2021-10-16,Tripura,84299,83318,813
2021-10-16,Uttar Pradesh,1710042,1686992,22898
2021-10-16,Uttarakhand,343751,330047,7397
2021-10-16,West Bengal,1579906,1553438,18960
2021-10-17,Andaman and Nicobar Islands,7642,7505,129
2021-10-17,Andhra Pradesh,2057580,2037236,14307
2021-10-17,Arunachal Pradesh,54993,54567,280
2021-10-17,Assam,606468,597090,5950
2021-10-17,Bihar,726057,716317,9661
2021-10-17,Chandigarh,65302,64457,820
2021-10-17,Chhattisgarh,1005679,991901,13570
2021-10-17,Dadra and Nagar Haveli and Daman and Diu,10684,10640,4
2021-10-17,Delhi,1439683,1413989,25089
2021-10-17,Goa,177522,173572,3346
2021-10-17,Gujarat,826134,815838,10083
2021-10-17,Haryana,771082,760904,10049
2021-10-17,Himachal Pradesh,221446,216413,3704
2021-10-17,Jammu and Kashmir,331065,325793,4426
2021-10-17,Jharkhand,348450,343173,5135
2021-10-17,Karnataka,2983459,2936006,37938
2021-10-17,Kerala,4854321,4739270,26865
2021-10-17,Ladakh,20878,20634,208
2021-10-17,Lakshadweep,10365,10270,51
2021-10-17,Madhya Pradesh,789002,778432,10477
2021-10-17,Maharashtra,6591704,6419678,139790
2021-10-17,Manipur,122737,119418,1897
2021-10-17,Meghalaya,82966,80673,1435
2021-10-17,Mizoram,112625,100829,383
2021-10-17,Nagaland,31613,29667,674
2021-10-17,Odisha,1035253,1022250,8338
2021-10-17,Puducherry,127398,124961,1850
2021-10-17,Punjab,602046,585264,16544
2021-10-17,Rajasthan,954062,945098,8915
2021-10-17,Sikkim,31750,30866,391
2021-10-17,Tamil Nadu,2706803,2655533,36149
2021-10-17,Telangana,668966,661102,3938
2021-10-17,Tripura,84305,83326,813
2021-10-17,Uttar Pradesh,1710051,1687011,22898
2021-10-17,Uttarakhand,343760,330054,7397
2021-10-17,West Bengal,1580530,1554072,18974
2021-10-18,Andaman and Nicobar Islands,7642,7506,129
2021-10-18,Andhra Pradesh,2057912,2037887,14313
2021-10-18,Arunachal Pradesh,55020,54589,280
2021-10-18,Assam,606766,597356,5957
2021-10-18,Bihar,726059,716323,9661
2021-10-18,Chandigarh,65306,64462,820
2021-10-18,Chhattisgarh,1005706,991922,13570
2021-10-18,Dadra and Nagar Haveli and Daman and Diu,10684,10640,4
2021-10-18,Delhi,1439698,1414026,25089
2021-10-18,Goa,177579,173629,3350
2021-10-18,Gujarat,826152,815870,10083
2021-10-18,Haryana,771098,760917,10049
2021-10-18,Himachal Pradesh,221613,216608,3709
2021-10-18,Jammu and Kashmir,331140,325893,4428
2021-10-18,Jharkhand,348464,343184,5135
2021-10-18,Karnataka,2983673,2936494,37950
2021-10-18,Kerala,4860997,4750293,26925
2021-10-18,Ladakh,20881,20639,208
2021-10-18,Lakshadweep,10365,10270,51
2021-10-18,Madhya Pradesh,789008,778441,10477
2021-10-18,Maharashtra,6593189,6421756,139817
2021-10-18,Manipur,122804,119524,1897
2021-10-18,Meghalaya,83027,80799,1438
2021-10-18,Mizoram,112874,102036,388
2021-10-18,Nagaland,31629,29676,675
2021-10-18,Odisha,1035593,1022780,8343
2021-10-18,Puducherry,127426,125051,1850
2021-10-18,Punjab,602070,585296,16544
2021-10-18,Rajasthan,954064,945099,8915
2021-10-18,Sikkim,31757,30882,391
2021-10-18,Tamil Nadu,2707995,2656956,36162
2021-10-18,Telangana,669174,661303,3940
2021-10-18,Tripura,84321,83338,813
2021-10-18,Uttar Pradesh,1710051,1687011,22898
2021-10-18,Uttarakhand,343763,330058,7397
2021-10-18,West Bengal,1581220,1554755,18986
2021-10-19,Andaman and Nicobar Islands,7646,7509,129
2021-10-19,Andhra Pradesh,2058395,2038421,14317
2021-10-19,Arunachal Pradesh,55037,54606,280
2021-10-19,Assam,607119,597585,5957
2021-10-19,Bihar,726064,716330,9661
2021-10-19,Chandigarh,65310,64465,820
2021-10-19,Chhattisgarh,1005726,991943,13570
2021-10-19,Dadra and Nagar Haveli and Daman and Diu,10684,10640,4
2021-10-19,Delhi,1439734,1414037,25090
2021-10-19,Goa,177659,173685,3354
2021-10-19,Gujarat,826170,815896,10083
2021-10-19,Haryana,771107,760926,10049
2021-10-19,Himachal Pradesh,221835,216750,3711
2021-10-19,Jammu and Kashmir,331224,325990,4428
2021-10-19,Jharkhand,348481,343198,5135
2021-10-19,Karnataka,2984022,2936893,37964
2021-10-19,Kerala,4868640,4760781,27002
2021-10-19,Ladakh,20883,20641,208
2021-10-19,Lakshadweep,10365,10270,51
2021-10-19,Madhya Pradesh,789018,778453,10477
2021-10-19,Maharashtra,6594827,6424547,139866
2021-10-19,Manipur,122899,119640,1901
2021-10-19,Meghalaya,83092,80900,1439
2021-10-19,Mizoram,113827,103305,392
2021-10-19,Nagaland,31643,29693,676
2021-10-19,Odisha,1036149,1023398,8347
2021-10-19,Puducherry,127481,125137,1852
2021-10-19,Punjab,602092,585316,16549
2021-10-19,Rajasthan,954064,945104,8915
2021-10-19,Sikkim,31784,30892,392
2021-10-19,Tamil Nadu,2709174,2658363,36178
2021-10-19,Telangana,669376,661493,3941
2021-10-19,Tripura,84343,83351,813
2021-10-19,Uttar Pradesh,1710070,1687031,22898
2021-10-19,Uttarakhand,343769,330065,7397
2021-10-19,West Bengal,1581946,1555460,18995
2021-10-20,Andaman and Nicobar Islands,7646,7510,129
2021-10-20,Andhra Pradesh,2058918,2039029,14320
2021-10-20,Arunachal Pradesh,55049,54625,280
2021-10-20,Assam,607427,597867,5958
2021-10-20,Bihar,726067,716345,9661
2021-10-20,Chandigarh,65312,64468,820
2021-10-20,Chhattisgarh,1005760,991979,13571
2021-10-20,Dadra and Nagar Haveli and Daman and Diu,10684,10642,4
2021-10-20,Delhi,1439759,1414074,25090
2021-10-20,Goa,177706,173755,3354
2021-10-20,Gujarat,826184,815918,10084
2021-10-20,Haryana,771122,760934,10049
2021-10-20,Himachal Pradesh,221945,216814,3711
2021-10-20,Jammu and Kashmir,331302,326070,4429
2021-10-20,Jharkhand,348525,343209,5135
2021-10-20,Karnataka,2984484,2937372,37973
2021-10-20,Kerala,4879790,4769373,27084
2021-10-20,Ladakh,20886,20644,208
2021-10-20,Lakshadweep,10365,10270,51
2021-10-20,Madhya Pradesh,789027,778459,10477
2021-10-20,Maharashtra,6596652,6427426,139887
2021-10-20,Manipur,122970,119706,1904
2021-10-20,Meghalaya,83171,80958,1439
2021-10-20,Mizoram,114492,104548,395
2021-10-20,Nagaland,31661,29702,676
2021-10-20,Odisha,1036708,1023849,8349
2021-10-20,Puducherry,127523,125208,1852
2021-10-20,Punjab,602124,585331,16550
2021-10-20,Rajasthan,954065,945105,8915
2021-10-20,Sikkim,31801,30914,393
2021-10-20,Tamil Nadu,2710344,2659781,36198
2021-10-20,Telangana,669567,661655,3942
2021-10-20,Tripura,84349,83368,813
2021-10-20,Uttar Pradesh,1710081,1687048,22898
2021-10-20,Uttarakhand,343777,330071,7398
2021-10-20,West Bengal,1582813,1556255,19004
2021-10-21,Andaman and Nicobar Islands,7646,7510,129
2021-10-21,Andhra Pradesh,2059411,2039581,14327
2021-10-21,Arunachal Pradesh,55071,54645,280
2021-10-21,Assam,607811,598095,5962
2021-10-21,Bihar,726073,716351,9661
2021-10-21,Chandigarh,65315,64469,820
2021-10-21,Chhattisgarh,1005798,991995,13572
2021-10-21,Dadra and Nagar Haveli and Daman and Diu,10686,10642,4
2021-10-21,Delhi,1439781,1414095,25090
2021-10-21,Goa,177765,173790,3357
2021-10-21,Gujarat,826197,815951,10084
2021-10-21,Haryana,771131,760945,10049
2021-10-21,Himachal Pradesh,222147,216954,3715
2021-10-21,Jammu and Kashmir,331389,326143,4429
2021-10-21,Jharkhand,348565,343225,5135
2021-10-21,Karnataka,2984849,2937815,37981
2021-10-21,Kerala,4888523,4779228,27202
2021-10-21,Ladakh,20896,20645,208
2021-10-21,Lakshadweep,10365,10270,51
2021-10-21,Madhya Pradesh,789039,778465,10477
2021-10-21,Maharashtra,6598225,6430394,139926
2021-10-21,Manipur,123051,119800,1905
2021-10-21,Meghalaya,83223,81034,1441
2021-10-21,Mizoram,115233,105510,400
2021-10-21,Nagaland,31672,29717,677
2021-10-21,Odisha,1037232,1024422,8351
2021-10-21,Puducherry,127566,125258,1852
2021-10-21,Punjab,602146,585358,16551
2021-10-21,Rajasthan,954067,945109,8915
2021-10-21,Sikkim,31820,30923,393
2021-10-21,Tamil Nadu,2711508,2661193,36218
2021-10-21,Telangana,669750,661838,3943
2021-10-21,Tripura,84351,83377,813
2021-10-21,Uttar Pradesh,1710091,1687062,22899
2021-10-21,Uttarakhand,343791,330085,7398
2021-10-21,West Bengal,1583646,1557030,19018
2021-10-22,Andaman and Nicobar Islands,7646,7511,129
2021-10-22,Andhra Pradesh,2059889,2040155,14333
2021-10-22,Arunachal Pradesh,55081,54654,280
2021-10-22,Assam,608126,598304,5964
2021-10-22,Bihar,726076,716354,9661
2021-10-22,Chandigarh,65320,64472,820
2021-10-22,Chhattisgarh,1005824,992013,13572
2021-10-22,Dadra and Nagar Haveli and Daman and Diu,10686,10642,4
2021-10-22,Delhi,1439819,1414103,25091
2021-10-22,Goa,177819,173862,3357
2021-10-22,Gujarat,826222,815967,10084
2021-10-22,Haryana,771139,760962,10049
2021-10-22,Himachal Pradesh,222321,217095,3717
2021-10-22,Jammu and Kashmir,331497,326195,4429
2021-10-22,Jharkhand,348601,343244,5135
2021-10-22,Karnataka,2985227,2938279,37992
2021-10-22,Kerala,4897884,4788629,27765
2021-10-22,Ladakh,20896,20648,208
2021-10-22,Lakshadweep,10365,10270,51
2021-10-22,Madhya Pradesh,789047,778481,10477
2021-10-22,Maharashtra,6599857,6432138,139966
2021-10-22,Manipur,123107,120294,1907
2021-10-22,Meghalaya,83282,81128,1443
2021-10-22,Mizoram,115970,106653,400
2021-10-22,Nagaland,31691,29738,678
2021-10-22,Odisha,1037699,1025025,8354
2021-10-22,Puducherry,127623,125314,1853
2021-10-22,Punjab,602174,585382,16551
2021-10-22,Rajasthan,954068,945114,8915
2021-10-22,Sikkim,31843,30947,393
2021-10-22,Tamil Nadu,2712660,2662585,36237
2021-10-22,Telangana,669943,662034,3944
2021-10-22,Tripura,84369,83385,813
2021-10-22,Uttar Pradesh,1710091,1687062,22899
2021-10-22,Uttarakhand,343803,330099,7398
2021-10-22,West Bengal,1584492,1557822,19030
2021-10-23,Andaman and Nicobar Islands,7648,7511,129
2021-10-23,Andhra Pradesh,2060285,2040721,14339
2021-10-23,Arunachal Pradesh,55095,54667,280
2021-10-23,Assam,608450,598523,5967
2021-10-23,Bihar,726085,716357,9661
2021-10-23,Chandigarh,65321,64474,820
2021-10-23,Chhattisgarh,1005852,992025,13572
2021-10-23,Dadra and Nagar Haveli and Daman and Diu,10686,10642,4
2021-10-23,Delhi,1439859,1414149,25091
2021-10-23,Goa,177852,173920,3358
2021-10-23,Gujarat,826246,815988,10084
2021-10-23,Haryana,771147,760977,10049
2021-10-23,Himachal Pradesh,222578,217256,3718
2021-10-23,Jammu and Kashmir,331569,326275,4429
2021-10-23,Jharkhand,348631,343255,5135
2021-10-23,Karnataka,2985598,2938620,37999
2021-10-23,Kerala,4906793,4797409,28229
2021-10-23,Ladakh,20899,20653,208
2021-10-23,Lakshadweep,10365,10270,51
2021-10-23,Madhya Pradesh,789058,778493,10477
2021-10-23,Maharashtra,6601414,6433888,139888
2021-10-23,Manipur,123229,120361,1907
2021-10-23,Meghalaya,83335,81184,1443
2021-10-23,Mizoram,116715,107911,405
2021-10-23,Nagaland,31709,29748,679
2021-10-23,Odisha,1038140,1025507,8358
2021-10-23,Puducherry,127676,125362,1855
2021-10-23,Punjab,602200,585407,16551
2021-10-23,Rajasthan,954072,945118,8915
2021-10-23,Sikkim,31869,30960,394
2021-10-23,Tamil Nadu,2713800,2663959,36254
2021-10-23,Telangana,670150,662218,3946
2021-10-23,Tripura,84376,83399,813
2021-10-23,Uttar Pradesh,1710105,1687089,22899
2021-10-23,Uttarakhand,343819,330112,7398
2021-10-23,West Bengal,1585466,1558630,19042
2021-10-24,Andaman and Nicobar Islands,7648,7513,129
2021-10-24,Andhra Pradesh,2060685,2041237,14343
2021-10-24,Arunachal Pradesh,55095,54677,280
2021-10-24,Assam,608589,598767,5973
2021-10-24,Bihar,726089,716359,9661
2021-10-24,Chandigarh,65323,64475,820
2021-10-24,Chhattisgarh,1005872,992056,13572
2021-10-24,Dadra and Nagar Haveli and Daman and Diu,10686,10642,4
2021-10-24,Delhi,1439896,1414200,25091
2021-10-24,Goa,177886,173983,3358
2021-10-24,Gujarat,826262,816008,10084
2021-10-24,Haryana,771163,760981,10049
2021-10-24,Himachal Pradesh,222578,217256,3718
2021-10-24,Jammu and Kashmir,331641,326343,4429
2021-10-24,Jharkhand,348666,343268,5135
2021-10-24,Karnataka,2985986,2939206,38004
2021-10-24,Kerala,4915331,4808775,28592
2021-10-24,Ladakh,20904,20659,208
2021-10-24,Lakshadweep,10365,10270,51
2021-10-24,Madhya Pradesh,789067,778496,10477
2021-10-24,Maharashtra,6602824,6435408,139906
2021-10-24,Manipur,123292,120450,1911
2021-10-24,Meghalaya,83384,81286,1446
2021-10-24,Mizoram,117287,108927,411
2021-10-24,Nagaland,31714,29760,679
2021-10-24,Odisha,1038587,1025917,8362
2021-10-24,Puducherry,127737,125411,1857
2021-10-24,Punjab,602220,585429,16551
2021-10-24,Rajasthan,954074,945121,8915
2021-10-24,Sikkim,31901,30987,394
2021-10-24,Tamil Nadu,2714927,2665317,36269
2021-10-24,Telangana,670285,662386,3947
2021-10-24,Tripura,84384,83404,813
2021-10-24,Uttar Pradesh,1710118,1687093,22899
2021-10-24,Uttarakhand,343825,330121,7399
2021-10-24,West Bengal,1586455,1559458,19052
2021-10-25,Andaman and Nicobar Islands,7648,7514,129
2021-10-25,Andhra Pradesh,2060980,2041797,14350
2021-10-25,Arunachal Pradesh,55111,54687,280
2021-10-25,Assam,608915,599063,5978
2021-10-25,Bihar,726091,716363,9661
2021-10-25,Chandigarh,65325,64476,820
2021-10-25,Chhattisgarh,1005897,992066,13572
2021-10-25,Dadra and Nagar Haveli and Daman and Diu,10686,10642,4
2021-10-25,Delhi,1439923,1414240,25091
2021-10-25,Goa,177915,174042,3358
2021-10-25,Gujarat,826278,816028,10085
2021-10-25,Haryana,771180,760999,10049
2021-10-25,Himachal Pradesh,222899,217495,3721
2021-10-25,Jammu and Kashmir,331701,326433,4430
2021-10-25,Jharkhand,348698,343329,5135
2021-10-25,Karnataka,2986276,2939614,38014
2021-10-25,Kerala,4921995,4817785,28873
2021-10-25,Ladakh,20908,20663,208
2021-10-25,Lakshadweep,10365,10270,51
2021-10-25,Madhya Pradesh,789075,778505,10477
2021-10-25,Maharashtra,6603713,6436994,139918
2021-10-25,Manipur,123333,120534,1913
2021-10-25,Meghalaya,83397,81351,1446
2021-10-25,Mizoram,117445,109702,412
2021-10-25,Nagaland,31728,29768,681
2021-10-25,Odisha,1039012,1026277,8365
2021-10-25,Puducherry,127767,125454,1857
2021-10-25,Punjab,602249,585448,16553
2021-10-25,Rajasthan,954075,945136,8915
2021-10-25,Sikkim,31905,31010,394
2021-10-25,Tamil Nadu,2716039,2666658,36283
2021-10-25,Telangana,670464,662490,3949
2021-10-25,Tripura,84389,83412,813
2021-10-25,Uttar Pradesh,1710120,1687101,22899
2021-10-25,Uttarakhand,343836,330137,7399
2021-10-25,West Bengal,1587260,1560265,19063
2021-10-26,Andaman and Nicobar Islands,7648,7515,129
2021-10-26,Andhra Pradesh,2061395,2042381,14356
2021-10-26,Arunachal Pradesh,55120,54697,280
2021-10-26,Assam,609262,599298,5981
2021-10-26,Bihar,726099,716367,9661
2021-10-26,Chandigarh,65326,64479,820
2021-10-26,Chhattisgarh,1005923,992076,13573
2021-10-26,Dadra and Nagar Haveli and Daman and Diu,10686,10642,4
2021-10-26,Delhi,1439964,1414265,25091
2021-10-26,Goa,177946,174101,3362
2021-10-26,Gujarat,826308,816046,10085
2021-10-26,Haryana,771195,761012,10049
2021-10-26,Himachal Pradesh,223154,217645,3723
2021-10-26,Jammu and Kashmir,331798,326510,4431
2021-10-26,Jharkhand,348716,343352,5135
2021-10-26,Karnataka,2986553,2939957,38021
2021-10-26,Kerala,4929158,4824745,29355
2021-10-26,Ladakh,20917,20668,208
2021-10-26,Lakshadweep,10365,10270,51
2021-10-26,Madhya Pradesh,789102,778517,10477
2021-10-26,Maharashtra,6604914,6438364,139950
2021-10-26,Manipur,123403,120615,1915
2021-10-26,Meghalaya,83428,81440,1446
2021-10-26,Mizoram,118235,110761,419
2021-10-26,Nagaland,31749,29807,681
2021-10-26,Odisha,1039445,1026774,8369
2021-10-26,Puducherry,127808,125496,1857
2021-10-26,Punjab,602262,585471,16554
2021-10-26,Rajasthan,954079,945137,8915
2021-10-26,Sikkim,31913,31022,395
2021-10-26,Tamil Nadu,2717129,2667984,36298
2021-10-26,Telangana,670654,662601,3950
2021-10-26,Tripura,84405,83416,813
2021-10-26,Uttar Pradesh,1710124,1687108,22899
2021-10-26,Uttarakhand,343848,330145,7399
2021-10-26,West Bengal,1588066,1561076,19078
2021-10-27,Andaman and Nicobar Islands,7650,7516,129
2021-10-27,Andhra Pradesh,2061962,2042818,14364
2021-10-27,Arunachal Pradesh,55126,54725,280
2021-10-27,Assam,609506,599689,5987
2021-10-27,Bihar,726104,716371,9661
2021-10-27,Chandigarh,65331,64482,820
2021-10-27,Chhattisgarh,1005951,992088,13575
2021-10-27,Dadra and Nagar Haveli and Daman and Diu,10686,10642,4
2021-10-27,Delhi,1440002,1414278,25091
2021-10-27,Goa,177969,174152,3363
2021-10-27,Gujarat,826325,816061,10085
2021-10-27,Haryana,771210,761022,10049
2021-10-27,Himachal Pradesh,223415,217693,3725
2021-10-27,Jammu and Kashmir,331868,326596,4431
2021-10-27,Jharkhand,348744,343408,5135
2021-10-27,Karnataka,2986835,2940306,38034
2021-10-27,Kerala,4938603,4831468,29977
2021-10-27,Ladakh,20925,20670,208
2021-10-27,Lakshadweep,10365,10270,51
2021-10-27,Madhya Pradesh,789122,778527,10478
2021-10-27,Maharashtra,6606399,6443311,139988
2021-10-27,Manipur,123473,120712,1917
2021-10-27,Meghalaya,83479,81511,1448
2021-10-27,Mizoram,118975,111752,424
2021-10-27,Nagaland,31761,29822,681
2021-10-27,Odisha,1039994,1027108,8371
2021-10-27,Puducherry,127848,125546,1857
2021-10-27,Punjab,602300,585487,16556
2021-10-27,Rajasthan,954083,945141,8915
2021-10-27,Sikkim,31926,31030,395
2021-10-27,Tamil Nadu,2718204,2669299,36310
2021-10-27,Telangana,670840,662723,3951
2021-10-27,Tripura,84423,83422,813
2021-10-27,Uttar Pradesh,1710137,1687115,22899
2021-10-27,Uttarakhand,343865,330163,7399
2021-10-27,West Bengal,1589042,1561913,19093
2021-10-28,Andaman and Nicobar Islands,7651,7516,129
2021-10-28,Andhra Pradesh,2062343,2043232,14365
2021-10-28,Arunachal Pradesh,55140,54739,280
2021-10-28,Assam,609828,600097,5989
2021-10-28,Bihar,726110,716372,9661
2021-10-28,Chandigarh,65335,64486,820
2021-10-28,Chhattisgarh,1005982,992097,13575
2021-10-28,Dadra and Nagar Haveli and Daman and Diu,10686,10642,4
2021-10-28,Delhi,1440044,1414323,25091
2021-10-28,Goa,178016,174216,3363
2021-10-28,Gujarat,826348,816073,10085
2021-10-28,Haryana,771223,761035,10049
2021-10-28,Himachal Pradesh,223628,217918,3729
2021-10-28,Jammu and Kashmir,331966,326668,4432
2021-10-28,Jharkhand,348759,343429,5137
2021-10-28,Karnataka,2987313,2940640,38051
2021-10-28,Kerala,4946341,4836928,30685
2021-10-28,Ladakh,20930,20673,208
2021-10-28,Lakshadweep,10365,10270,51
2021-10-28,Madhya Pradesh,789141,778539,10478
2021-10-28,Maharashtra,6607817,6445423,140024
2021-10-28,Manipur,123526,120766,1918
2021-10-28,Meghalaya,83540,81562,1449
2021-10-28,Mizoram,119522,112600,425
2021-10-28,Nagaland,31774,29844,684
2021-10-28,Odisha,1040406,1027654,8375
2021-10-28,Puducherry,127893,125581,1857
2021-10-28,Punjab,602331,585514,16556
2021-10-28,Rajasthan,954090,945142,8915
2021-10-28,Sikkim,31940,31041,395
2021-10-28,Tamil Nadu,2719265,2670585,36322
2021-10-28,Telangana,671011,662931,3952
2021-10-28,Tripura,84438,83436,813
2021-10-28,Uttar Pradesh,1710148,1687123,22900
2021-10-28,Uttarakhand,343873,330173,7400
2021-10-28,West Bengal,1590032,1562758,19102
2021-10-29,Andaman and Nicobar Islands,7651,7517,129
2021-10-29,Andhra Pradesh,2062824,2043617,14367
2021-10-29,Arunachal Pradesh,54638,54245,279
2021-10-29,Assam,610150,600375,5992
2021-10-29,Bihar,726116,716379,9661
2021-10-29,Chandigarh,65340,64490,820
2021-10-29,Chhattisgarh,1006010,992110,13575
2021-10-29,Dadra and Nagar Haveli and Daman and Diu,10686,10642,4
2021-10-29,Delhi,1440081,1414371,25091
